edition_year,country_code_column,value,country_code_row,vote_type
2022,al,12,ua,Tele
2022,am,12,ua,Tele
2022,au,12,ua,Tele
2022,at,12,ua,Tele
2022,az,12,ua,Tele
2022,be,10,ua,Tele
2022,bg,12,ua,Tele
2022,hr,12,ua,Tele
2022,cy,12,ua,Tele
2022,cz,12,ua,Tele
2022,dk,12,ua,Tele
2022,ee,12,ua,Tele
2022,fi,12,ua,Tele
2022,fr,12,ua,Tele
2022,ge,10,ua,Tele
2022,de,12,ua,Tele
2022,gr,12,ua,Tele
2022,is,12,ua,Tele
2022,ie,12,ua,Tele
2022,il,12,ua,Tele
2022,it,12,ua,Tele
2022,lv,8,ua,Tele
2022,lt,12,ua,Tele
2022,mt,10,ua,Tele
2022,md,12,ua,Tele
2022,me,8,ua,Tele
2022,nl,12,ua,Tele
2022,mk,12,ua,Tele
2022,no,12,ua,Tele
2022,pl,10,ua,Tele
2022,pt,12,ua,Tele
2022,ro,7,ua,Tele
2022,sm,10,ua,Tele
2022,rs,12,ua,Tele
2022,si,12,ua,Tele
2022,es,10,ua,Tele
2022,se,12,ua,Tele
2022,ch, ,ua,Tele
2022,al,4,md,Tele
2022,am,7,md,Tele
2022,au,8,md,Tele
2022,at,7,md,Tele
2022,az,8,md,Tele
2022,be,8,md,Tele
2022,bg,5,md,Tele
2022,hr,6,md,Tele
2022,cy,5,md,Tele
2022,cz,10,md,Tele
2022,dk,8,md,Tele
2022,ee,10,md,Tele
2022,fi,3,md,Tele
2022,fr,6,md,Tele
2022,ge,7,md,Tele
2022,de,6,md,Tele
2022,gr,10,md,Tele
2022,is,7,md,Tele
2022,ie,5,md,Tele
2022,il,7,md,Tele
2022,it,10,md,Tele
2022,lv,7,md,Tele
2022,lt,4,md,Tele
2022,mt,7,md,Tele
2022,md,8,md,Tele
2022,me,12,md,Tele
2022,nl,4,md,Tele
2022,mk,12,md,Tele
2022,no,7,md,Tele
2022,pl,7,md,Tele
2022,pt,4,md,Tele
2022,ro,6,md,Tele
2022,sm,8,md,Tele
2022,rs, ,md,Tele
2022,al,6,es,Tele
2022,am,1,es,Tele
2022,au,10,es,Tele
2022,at,6,es,Tele
2022,az,8,es,Tele
2022,be,7,es,Tele
2022,bg,8,es,Tele
2022,hr,6,es,Tele
2022,cy,1,es,Tele
2022,cz,1,es,Tele
2022,dk,3,es,Tele
2022,ee,7,es,Tele
2022,fi,6,es,Tele
2022,fr,2,es,Tele
2022,ge,12,es,Tele
2022,de,3,es,Tele
2022,gr,5,es,Tele
2022,is,8,es,Tele
2022,ie,4,es,Tele
2022,il,6,es,Tele
2022,it,7,es,Tele
2022,lv,8,es,Tele
2022,lt,8,es,Tele
2022,mt,7,es,Tele
2022,md,10,es,Tele
2022,me,1,es,Tele
2022,nl,6,es,Tele
2022,mk,10,es,Tele
2022,no,8,es,Tele
2022,pl,10,es,Tele
2022,pt,10,es,Tele
2022,ro,4,es,Tele
2022,sm,2,es,Tele
2022,rs,6,es,Tele
2022,si,1,es,Tele
2022,es,5,es,Tele
2022,se, ,es,Tele
2022,al,8,rs,Tele
2022,am,10,rs,Tele
2022,au,6,rs,Tele
2022,at,2,rs,Tele
2022,az,10,rs,Tele
2022,be,12,rs,Tele
2022,bg,7,rs,Tele
2022,hr,10,rs,Tele
2022,cy,7,rs,Tele
2022,cz,8,rs,Tele
2022,dk,7,rs,Tele
2022,ee,7,rs,Tele
2022,fi,8,rs,Tele
2022,fr,1,rs,Tele
2022,ge,1,rs,Tele
2022,de,7,rs,Tele
2022,gr,7,rs,Tele
2022,is,2,rs,Tele
2022,ie,6,rs,Tele
2022,il,12,rs,Tele
2022,it,3,rs,Tele
2022,lv,12,rs,Tele
2022,lt,3,rs,Tele
2022,mt,5,rs,Tele
2022,md,5,rs,Tele
2022,me,7,rs,Tele
2022,nl,8,rs,Tele
2022,mk,12,rs,Tele
2022,no,2,rs,Tele
2022,pl,8,rs,Tele
2022,pt,12,rs,Tele
2022,ro,1,rs,Tele
2022,sm, ,rs,Tele
2022,al,7,gb,Tele
2022,am,8,gb,Tele
2022,au,8,gb,Tele
2022,at,3,gb,Tele
2022,az,3,gb,Tele
2022,be,6,gb,Tele
2022,bg,2,gb,Tele
2022,hr,6,gb,Tele
2022,cy,5,gb,Tele
2022,cz,4,gb,Tele
2022,dk,2,gb,Tele
2022,ee,4,gb,Tele
2022,fi,6,gb,Tele
2022,fr,5,gb,Tele
2022,ge,7,gb,Tele
2022,de,6,gb,Tele
2022,gr,10,gb,Tele
2022,is,6,gb,Tele
2022,ie,3,gb,Tele
2022,il,4,gb,Tele
2022,it,12,gb,Tele
2022,lv,3,gb,Tele
2022,lt,8,gb,Tele
2022,mt,6,gb,Tele
2022,md,3,gb,Tele
2022,me,6,gb,Tele
2022,nl,3,gb,Tele
2022,mk,6,gb,Tele
2022,no,8,gb,Tele
2022,pl,6,gb,Tele
2022,pt,5,gb,Tele
2022,ro,7,gb,Tele
2022,sm, ,gb,Tele
2022,al,6,se,Tele
2022,am,4,se,Tele
2022,au,5,se,Tele
2022,at,4,se,Tele
2022,az,5,se,Tele
2022,be,10,se,Tele
2022,bg,10,se,Tele
2022,hr,8,se,Tele
2022,cy,5,se,Tele
2022,cz,4,se,Tele
2022,dk,8,se,Tele
2022,ee,3,se,Tele
2022,fi,5,se,Tele
2022,fr,5,se,Tele
2022,ge,6,se,Tele
2022,de,10,se,Tele
2022,gr,5,se,Tele
2022,is,5,se,Tele
2022,ie,1,se,Tele
2022,il,2,se,Tele
2022,it,4,se,Tele
2022,lv,8,se,Tele
2022,lt,10,se,Tele
2022,mt,7,se,Tele
2022,md,6,se,Tele
2022,me,3,se,Tele
2022,nl,1,se,Tele
2022,mk,5,se,Tele
2022,no,6,se,Tele
2022,pl,3,se,Tele
2022,pt,4,se,Tele
2022,ro, ,se,Tele
2022,al,7,no,Tele
2022,am,1,no,Tele
2022,au,5,no,Tele
2022,at,3,no,Tele
2022,az,8,no,Tele
2022,be,4,no,Tele
2022,bg,6,no,Tele
2022,hr,1,no,Tele
2022,cy,6,no,Tele
2022,cz,10,no,Tele
2022,dk,4,no,Tele
2022,ee,4,no,Tele
2022,fi,4,no,Tele
2022,fr,5,no,Tele
2022,ge,2,no,Tele
2022,de,4,no,Tele
2022,gr,6,no,Tele
2022,is,2,no,Tele
2022,ie,5,no,Tele
2022,il,2,no,Tele
2022,it,4,no,Tele
2022,lv,2,no,Tele
2022,lt,2,no,Tele
2022,mt,2,no,Tele
2022,md,8,no,Tele
2022,me,3,no,Tele
2022,nl,3,no,Tele
2022,mk,10,no,Tele
2022,no,2,no,Tele
2022,pl,6,no,Tele
2022,pt, ,no,Tele
2022,al,3,it,Tele
2022,am,5,it,Tele
2022,au,4,it,Tele
2022,at,2,it,Tele
2022,az,6,it,Tele
2022,be,5,it,Tele
2022,bg,3,it,Tele
2022,hr,3,it,Tele
2022,cy,7,it,Tele
2022,cz,3,it,Tele
2022,dk,3,it,Tele
2022,ee,10,it,Tele
2022,fi,6,it,Tele
2022,fr,6,it,Tele
2022,ge,3,it,Tele
2022,de,4,it,Tele
2022,gr,5,it,Tele
2022,is,4,it,Tele
2022,ie,6,it,Tele
2022,il,5,it,Tele
2022,it,8,it,Tele
2022,lv, ,it,Tele
2022,al,1,pl,Tele
2022,am,7,pl,Tele
2022,au,3,pl,Tele
2022,at,7,pl,Tele
2022,az,4,pl,Tele
2022,be,4,pl,Tele
2022,bg,8,pl,Tele
2022,hr,4,pl,Tele
2022,cy,10,pl,Tele
2022,cz,1,pl,Tele
2022,dk,3,pl,Tele
2022,ee,2,pl,Tele
2022,fi,4,pl,Tele
2022,fr,6,pl,Tele
2022,ge,5,pl,Tele
2022,de,1,pl,Tele
2022,gr,5,pl,Tele
2022,is,1,pl,Tele
2022,ie,12,pl,Tele
2022,il,10,pl,Tele
2022,it, ,pl,Tele
2022,al,2,ee,Tele
2022,am,4,ee,Tele
2022,au,3,ee,Tele
2022,at,10,ee,Tele
2022,az,8,ee,Tele
2022,be,8,ee,Tele
2022,bg,7,ee,Tele
2022,hr,3,ee,Tele
2022,cy,1,ee,Tele
2022,cz,3,ee,Tele
2022,dk,2,ee,Tele
2022,ee,8,ee,Tele
2022,fi,5,ee,Tele
2022,fr,6,ee,Tele
2022,ge,4,ee,Tele
2022,de,5,ee,Tele
2022,gr,2,ee,Tele
2022,is, ,ee,Tele
2022,al,3,lt,Tele
2022,am,2,lt,Tele
2022,au,7,lt,Tele
2022,at,7,lt,Tele
2022,az,2,lt,Tele
2022,be,5,lt,Tele
2022,bg,2,lt,Tele
2022,hr,8,lt,Tele
2022,cy,10,lt,Tele
2022,cz,4,lt,Tele
2022,dk,1,lt,Tele
2022,ee,10,lt,Tele
2022,fi,2,lt,Tele
2022,fr,1,lt,Tele
2022,ge,3,lt,Tele
2022,de,2,lt,Tele
2022,gr,3,lt,Tele
2022,is,10,lt,Tele
2022,ie,7,lt,Tele
2022,il, ,lt,Tele
2022,al,3,gr,Tele
2022,am,6,gr,Tele
2022,au,10,gr,Tele
2022,at,1,gr,Tele
2022,az,7,gr,Tele
2022,be,7,gr,Tele
2022,bg,8,gr,Tele
2022,hr, ,gr,Tele
2022,al,1,ro,Tele
2022,am,2,ro,Tele
2022,au,2,ro,Tele
2022,at,8,ro,Tele
2022,az,3,ro,Tele
2022,be,10,ro,Tele
2022,bg,1,ro,Tele
2022,hr,5,ro,Tele
2022,cy,10,ro,Tele
2022,cz,3,ro,Tele
2022,dk, ,ro,Tele
2022,al,3,nl,Tele
2022,am,4,nl,Tele
2022,au,5,nl,Tele
2022,at,2,nl,Tele
2022,az,2,nl,Tele
2022,be,1,nl,Tele
2022,bg,4,nl,Tele
2022,hr,1,nl,Tele
2022,cy,1,nl,Tele
2022,cz,3,nl,Tele
2022,dk, ,nl,Tele
2022,al,6,pt,Tele
2022,am,1,pt,Tele
2022,au,7,pt,Tele
2022,at,5,pt,Tele
2022,az,1,pt,Tele
2022,be,4,pt,Tele
2022,bg,7,pt,Tele
2022,hr, ,pt,Tele
2022,al,8,fi,Tele
2022,am,2,fi,Tele
2022,au,1,fi,Tele
2022,at,1,fi,Tele
2022,az,7,fi,Tele
2022,be,4,fi,Tele
2022,bg, ,fi,Tele
2022,al,5,am,Tele
2022,am,10,am,Tele
2022,au, ,am,Tele
2022,al, ,is,Tele
2022,al,1,fr,Tele
2022,am,2,fr,Tele
2022,au,1,fr,Tele
2022,at,2,fr,Tele
2022,az, ,fr,Tele
2022,al,2,de,Tele
2022,am, ,de,Tele
2022,al, ,be,Tele
2022,al,12,gb,Jury
2022,am,12,gb,Jury
2022,au,10,gb,Jury
2022,at,3,gb,Jury
2022,az,12,gb,Jury
2022,be,6,gb,Jury
2022,bg,4,gb,Jury
2022,hr,10,gb,Jury
2022,cy,12,gb,Jury
2022,cz,12,gb,Jury
2022,dk,12,gb,Jury
2022,ee,7,gb,Jury
2022,fi,8,gb,Jury
2022,fr,10,gb,Jury
2022,ge,6,gb,Jury
2022,de,8,gb,Jury
2022,gr,10,gb,Jury
2022,is,8,gb,Jury
2022,ie,10,gb,Jury
2022,il,5,gb,Jury
2022,it,4,gb,Jury
2022,lv,8,gb,Jury
2022,lt,6,gb,Jury
2022,mt,8,gb,Jury
2022,md,10,gb,Jury
2022,me,8,gb,Jury
2022,nl,8,gb,Jury
2022,mk,1,gb,Jury
2022,no,2,gb,Jury
2022,pl,3,gb,Jury
2022,pt,8,gb,Jury
2022,ro,6,gb,Jury
2022,sm,12,gb,Jury
2022,rs, ,gb,Jury
2022,al,10,se,Jury
2022,am,7,se,Jury
2022,au,8,se,Jury
2022,at,7,se,Jury
2022,az,5,se,Jury
2022,be,5,se,Jury
2022,bg,10,se,Jury
2022,hr,7,se,Jury
2022,cy,12,se,Jury
2022,cz,12,se,Jury
2022,dk,8,se,Jury
2022,ee,7,se,Jury
2022,fi,12,se,Jury
2022,fr,10,se,Jury
2022,ge,12,se,Jury
2022,de,10,se,Jury
2022,gr,3,se,Jury
2022,is,10,se,Jury
2022,ie,8,se,Jury
2022,il,7,se,Jury
2022,it,1,se,Jury
2022,lv,6,se,Jury
2022,lt,8,se,Jury
2022,mt,10,se,Jury
2022,md,10,se,Jury
2022,me,5,se,Jury
2022,nl,5,se,Jury
2022,mk,7,se,Jury
2022,no,7,se,Jury
2022,pl,4,se,Jury
2022,pt,12,se,Jury
2022,ro, ,se,Jury
2022,al,12,es,Jury
2022,am,2,es,Jury
2022,au,5,es,Jury
2022,at,10,es,Jury
2022,az,8,es,Jury
2022,be,6,es,Jury
2022,bg,6,es,Jury
2022,hr,7,es,Jury
2022,cy,4,es,Jury
2022,cz,5,es,Jury
2022,dk,5,es,Jury
2022,ee,8,es,Jury
2022,fi,5,es,Jury
2022,fr,3,es,Jury
2022,ge,12,es,Jury
2022,de,3,es,Jury
2022,gr,5,es,Jury
2022,is,12,es,Jury
2022,ie,3,es,Jury
2022,il,8,es,Jury
2022,it,5,es,Jury
2022,lv,12,es,Jury
2022,lt,7,es,Jury
2022,mt,1,es,Jury
2022,md,12,es,Jury
2022,me,1,es,Jury
2022,nl,12,es,Jury
2022,mk,4,es,Jury
2022,no,1,es,Jury
2022,pl,12,es,Jury
2022,pt,8,es,Jury
2022,ro,10,es,Jury
2022,sm, ,es,Jury
2022,al,7,ua,Jury
2022,am,6,ua,Jury
2022,au,6,ua,Jury
2022,at,8,ua,Jury
2022,az,7,ua,Jury
2022,be,4,ua,Jury
2022,bg,5,ua,Jury
2022,hr,10,ua,Jury
2022,cy,6,ua,Jury
2022,cz,10,ua,Jury
2022,dk,10,ua,Jury
2022,ee,3,ua,Jury
2022,fi,7,ua,Jury
2022,fr,12,ua,Jury
2022,ge,12,ua,Jury
2022,de,12,ua,Jury
2022,gr,6,ua,Jury
2022,is,3,ua,Jury
2022,ie,12,ua,Jury
2022,il,8,ua,Jury
2022,it,12,ua,Jury
2022,lv,2,ua,Jury
2022,lt,8,ua,Jury
2022,mt,3,ua,Jury
2022,md, ,ua,Jury
2022,al,6,pt,Jury
2022,am,10,pt,Jury
2022,au,7,pt,Jury
2022,at,5,pt,Jury
2022,az,4,pt,Jury
2022,be,10,pt,Jury
2022,bg,5,pt,Jury
2022,hr,8,pt,Jury
2022,cy,7,pt,Jury
2022,cz,1,pt,Jury
2022,dk,7,pt,Jury
2022,ee,3,pt,Jury
2022,fi,5,pt,Jury
2022,fr,4,pt,Jury
2022,ge,6,pt,Jury
2022,de,8,pt,Jury
2022,gr,2,pt,Jury
2022,is,4,pt,Jury
2022,ie,8,pt,Jury
2022,il,10,pt,Jury
2022,it,7,pt,Jury
2022,lv,7,pt,Jury
2022,lt,7,pt,Jury
2022,mt,3,pt,Jury
2022,md,5,pt,Jury
2022,me,10,pt,Jury
2022,nl,3,pt,Jury
2022,mk, ,pt,Jury
2022,al,3,it,Jury
2022,am,3,it,Jury
2022,au,10,it,Jury
2022,at,8,it,Jury
2022,az,1,it,Jury
2022,be,4,it,Jury
2022,bg,1,it,Jury
2022,hr,10,it,Jury
2022,cy,2,it,Jury
2022,cz,10,it,Jury
2022,dk,1,it,Jury
2022,ee,6,it,Jury
2022,fi,6,it,Jury
2022,fr,8,it,Jury
2022,ge,4,it,Jury
2022,de,7,it,Jury
2022,gr,10,it,Jury
2022,is,7,it,Jury
2022,ie,4,it,Jury
2022,il,4,it,Jury
2022,it,3,it,Jury
2022,lv,12,it,Jury
2022,lt,10,it,Jury
2022,mt,2,it,Jury
2022,md, ,it,Jury
2022,al,3,gr,Jury
2022,am,12,gr,Jury
2022,au,3,gr,Jury
2022,at,12,gr,Jury
2022,az,3,gr,Jury
2022,be,12,gr,Jury
2022,bg,6,gr,Jury
2022,hr,6,gr,Jury
2022,cy,3,gr,Jury
2022,cz,3,gr,Jury
2022,dk,10,gr,Jury
2022,ee,7,gr,Jury
2022,fi,1,gr,Jury
2022,fr,12,gr,Jury
2022,ge,12,gr,Jury
2022,de,2,gr,Jury
2022,gr,4,gr,Jury
2022,is,2,gr,Jury
2022,ie,10,gr,Jury
2022,il,4,gr,Jury
2022,it,2,gr,Jury
2022,lv,12,gr,Jury
2022,lt,7,gr,Jury
2022,mt,4,gr,Jury
2022,md, ,gr,Jury
2022,al,8,nl,Jury
2022,am,4,nl,Jury
2022,au,2,nl,Jury
2022,at,10,nl,Jury
2022,az,1,nl,Jury
2022,be,5,nl,Jury
2022,bg,4,nl,Jury
2022,hr,4,nl,Jury
2022,cy,4,nl,Jury
2022,cz,4,nl,Jury
2022,dk,4,nl,Jury
2022,ee,1,nl,Jury
2022,fi,12,nl,Jury
2022,fr,4,nl,Jury
2022,ge,6,nl,Jury
2022,de,3,nl,Jury
2022,gr,5,nl,Jury
2022,is,3,nl,Jury
2022,ie,7,nl,Jury
2022,il,3,nl,Jury
2022,it,7,nl,Jury
2022,lv,10,nl,Jury
2022,lt,8,nl,Jury
2022,mt, ,nl,Jury
2022,al,1,au,Jury
2022,am,8,au,Jury
2022,au,8,au,Jury
2022,at,5,au,Jury
2022,az,8,au,Jury
2022,be,2,au,Jury
2022,bg,5,au,Jury
2022,hr,2,au,Jury
2022,cy,2,au,Jury
2022,cz,6,au,Jury
2022,dk,6,au,Jury
2022,ee,7,au,Jury
2022,fi,5,au,Jury
2022,fr,6,au,Jury
2022,ge,6,au,Jury
2022,de,6,au,Jury
2022,gr,8,au,Jury
2022,is,10,au,Jury
2022,ie,4,au,Jury
2022,il,3,au,Jury
2022,it,6,au,Jury
2022,lv, ,au,Jury
2022,al,3,az,Jury
2022,am,3,az,Jury
2022,au,10,az,Jury
2022,at,3,az,Jury
2022,az,3,az,Jury
2022,be,6,az,Jury
2022,bg,12,az,Jury
2022,hr,2,az,Jury
2022,cy,1,az,Jury
2022,cz,1,az,Jury
2022,dk,4,az,Jury
2022,ee,7,az,Jury
2022,fi,12,az,Jury
2022,fr,12,az,Jury
2022,ge,7,az,Jury
2022,de,5,az,Jury
2022,gr,7,az,Jury
2022,is, ,az,Jury
2022,al,12,rs,Jury
2022,am,4,rs,Jury
2022,au,7,rs,Jury
2022,at,5,rs,Jury
2022,az,4,rs,Jury
2022,be,1,rs,Jury
2022,bg,12,rs,Jury
2022,hr,10,rs,Jury
2022,cy,3,rs,Jury
2022,cz,6,rs,Jury
2022,dk,6,rs,Jury
2022,ee,4,rs,Jury
2022,fi,1,rs,Jury
2022,fr, ,rs,Jury
2022,al,1,ch,Jury
2022,am,6,ch,Jury
2022,au,2,ch,Jury
2022,at,2,ch,Jury
2022,az,3,ch,Jury
2022,be,3,ch,Jury
2022,bg,7,ch,Jury
2022,hr,7,ch,Jury
2022,cy,10,ch,Jury
2022,cz,1,ch,Jury
2022,dk,1,ch,Jury
2022,ee,5,ch,Jury
2022,fi,2,ch,Jury
2022,fr,5,ch,Jury
2022,ge,1,ch,Jury
2022,de,5,ch,Jury
2022,gr,1,ch,Jury
2022,is,6,ch,Jury
2022,ie,2,ch,Jury
2022,il, ,ch,Jury
2022,al,6,be,Jury
2022,am,2,be,Jury
2022,au,6,be,Jury
2022,at,4,be,Jury
2022,az,7,be,Jury
2022,be,4,be,Jury
2022,bg,6,be,Jury
2022,hr,3,be,Jury
2022,cy,8,be,Jury
2022,cz,5,be,Jury
2022,dk,1,be,Jury
2022,ee, ,be,Jury
2022,al,2,pl,Jury
2022,am,10,pl,Jury
2022,au,6,pl,Jury
2022,at,4,pl,Jury
2022,az,2,pl,Jury
2022,be,4,pl,Jury
2022,bg,8,pl,Jury
2022,hr, ,pl,Jury
2022,al,8,ee,Jury
2022,am,5,ee,Jury
2022,au,5,ee,Jury
2022,at,10,ee,Jury
2022,az,6,ee,Jury
2022,be,5,ee,Jury
2022,bg, ,ee,Jury
2022,al,5,am,Jury
2022,am,1,am,Jury
2022,au,7,am,Jury
2022,at,8,am,Jury
2022,az,4,am,Jury
2022,be,1,am,Jury
2022,bg,2,am,Jury
2022,hr,2,am,Jury
2022,cy, ,am,Jury
2022,al,2,no,Jury
2022,am,4,no,Jury
2022,au,3,no,Jury
2022,at,8,no,Jury
2022,az,5,no,Jury
2022,be,3,no,Jury
2022,bg,3,no,Jury
2022,hr,1,no,Jury
2022,cy, ,no,Jury
2022,al,2,lt,Jury
2022,am,1,lt,Jury
2022,au,1,lt,Jury
2022,at,2,lt,Jury
2022,az,2,lt,Jury
2022,be,5,lt,Jury
2022,bg,2,lt,Jury
2022,hr,10,lt,Jury
2022,cy, ,lt,Jury
2022,al,2,cz,Jury
2022,am,2,cz,Jury
2022,au,2,cz,Jury
2022,at,7,cz,Jury
2022,az,2,cz,Jury
2022,be,3,cz,Jury
2022,bg,3,cz,Jury
2022,hr,5,cz,Jury
2022,cy,1,cz,Jury
2022,cz, ,cz,Jury
2022,al,5,md,Jury
2022,am,2,md,Jury
2022,au, ,md,Jury
2022,al,4,ro,Jury
2022,am, ,ro,Jury
2022,al,6,fi,Jury
2022,am, ,fi,Jury
2022,al,2,is,Jury
2022,am,6,is,Jury
2022,au, ,is,Jury
2022,al,1,fr,Jury
2022,am, ,fr,Jury
2011,al,6,az,Total
2011,am,3,az,Total
2011,at,8,az,Total
2011,az,10,az,Total
2011,by,8,az,Total
2011,be,8,az,Total
2011,ba,5,az,Total
2011,bg,6,az,Total
2011,hr,8,az,Total
2011,cy,5,az,Total
2011,dk,7,az,Total
2011,ee,8,az,Total
2011,fi,4,az,Total
2011,fr,2,az,Total
2011,ge,8,az,Total
2011,de,12,az,Total
2011,gr,10,az,Total
2011,hu,6,az,Total
2011,is,8,az,Total
2011,ie,8,az,Total
2011,il,10,az,Total
2011,it,12,az,Total
2011,lv,10,az,Total
2011,lt,7,az,Total
2011,mt,3,az,Total
2011,md,1,az,Total
2011,nl,12,az,Total
2011,mk,10,az,Total
2011,no, ,az,Total
2011,al,6,it,Total
2011,am,1,it,Total
2011,at,3,it,Total
2011,az,6,it,Total
2011,by,6,it,Total
2011,be,1,it,Total
2011,ba,6,it,Total
2011,bg,3,it,Total
2011,hr,8,it,Total
2011,cy,7,it,Total
2011,dk,3,it,Total
2011,ee,10,it,Total
2011,fi,4,it,Total
2011,fr,3,it,Total
2011,ge,5,it,Total
2011,de,12,it,Total
2011,gr,10,it,Total
2011,hu,10,it,Total
2011,is,1,it,Total
2011,ie,10,it,Total
2011,il,10,it,Total
2011,it,6,it,Total
2011,lv,12,it,Total
2011,lt,2,it,Total
2011,mt,3,it,Total
2011,md,12,it,Total
2011,nl,4,it,Total
2011,mk,7,it,Total
2011,no, ,it,Total
2011,al,4,se,Total
2011,am,4,se,Total
2011,at,5,se,Total
2011,az,4,se,Total
2011,by,10,se,Total
2011,be,10,se,Total
2011,ba,12,se,Total
2011,bg,6,se,Total
2011,hr,10,se,Total
2011,cy,1,se,Total
2011,dk,6,se,Total
2011,ee,10,se,Total
2011,fi,7,se,Total
2011,fr,4,se,Total
2011,ge,12,se,Total
2011,de,6,se,Total
2011,gr,3,se,Total
2011,hu,10,se,Total
2011,is,6,se,Total
2011,ie,10,se,Total
2011,il,3,se,Total
2011,it,1,se,Total
2011,lv,6,se,Total
2011,lt,1,se,Total
2011,mt,10,se,Total
2011,md,4,se,Total
2011,nl,5,se,Total
2011,mk,4,se,Total
2011,no,1,se,Total
2011,pl,3,se,Total
2011,pt, ,se,Total
2011,al,12,ua,Total
2011,am,10,ua,Total
2011,at,8,ua,Total
2011,az,5,ua,Total
2011,by,5,ua,Total
2011,be,10,ua,Total
2011,ba,7,ua,Total
2011,bg,7,ua,Total
2011,hr,7,ua,Total
2011,cy,4,ua,Total
2011,dk,8,ua,Total
2011,ee,7,ua,Total
2011,fi,2,ua,Total
2011,fr,7,ua,Total
2011,ge,2,ua,Total
2011,de,10,ua,Total
2011,gr,6,ua,Total
2011,hu,12,ua,Total
2011,is,6,ua,Total
2011,ie,2,ua,Total
2011,il,7,ua,Total
2011,it, ,ua,Total
2011,al,3,dk,Total
2011,am,10,dk,Total
2011,at,7,dk,Total
2011,az,6,dk,Total
2011,by,12,dk,Total
2011,be,12,dk,Total
2011,ba,10,dk,Total
2011,bg,6,dk,Total
2011,hr,5,dk,Total
2011,cy,12,dk,Total
2011,dk,7,dk,Total
2011,ee,3,dk,Total
2011,fi,4,dk,Total
2011,fr,6,dk,Total
2011,ge,8,dk,Total
2011,de,10,dk,Total
2011,gr,5,dk,Total
2011,hu, ,dk,Total
2011,al,2,ba,Total
2011,am,7,ba,Total
2011,at,5,ba,Total
2011,az,7,ba,Total
2011,by,3,ba,Total
2011,be,4,ba,Total
2011,ba,8,ba,Total
2011,bg,12,ba,Total
2011,hr,4,ba,Total
2011,cy,12,ba,Total
2011,dk,12,ba,Total
2011,ee,8,ba,Total
2011,fi,12,ba,Total
2011,fr,10,ba,Total
2011,ge, ,ba,Total
2011,al,8,gr,Total
2011,am,8,gr,Total
2011,at,10,gr,Total
2011,az,12,gr,Total
2011,by,6,gr,Total
2011,be,10,gr,Total
2011,ba,8,gr,Total
2011,bg,2,gr,Total
2011,hr,1,gr,Total
2011,cy,3,gr,Total
2011,dk,8,gr,Total
2011,ee,8,gr,Total
2011,fi,8,gr,Total
2011,fr,3,gr,Total
2011,ge,2,gr,Total
2011,de,6,gr,Total
2011,gr, ,gr,Total
2011,al,2,ie,Total
2011,am,3,ie,Total
2011,at,12,ie,Total
2011,az,10,ie,Total
2011,by,8,ie,Total
2011,be,4,ie,Total
2011,ba,10,ie,Total
2011,bg,8,ie,Total
2011,hr,5,ie,Total
2011,cy,1,ie,Total
2011,dk,6,ie,Total
2011,ee,8,ie,Total
2011,fi,7,ie,Total
2011,fr,12,ie,Total
2011,ge,12,ie,Total
2011,de, ,ie,Total
2011,al,12,ge,Total
2011,am,1,ge,Total
2011,at,3,ge,Total
2011,az,8,ge,Total
2011,by,5,ge,Total
2011,be,2,ge,Total
2011,ba,12,ge,Total
2011,bg,7,ge,Total
2011,hr,7,ge,Total
2011,cy,6,ge,Total
2011,dk,7,ge,Total
2011,ee,8,ge,Total
2011,fi,12,ge,Total
2011,fr, ,ge,Total
2011,al,5,de,Total
2011,am,3,de,Total
2011,at,1,de,Total
2011,az,8,de,Total
2011,by,3,de,Total
2011,be,4,de,Total
2011,ba,6,de,Total
2011,bg,6,de,Total
2011,hr,8,de,Total
2011,cy,2,de,Total
2011,dk,7,de,Total
2011,ee,5,de,Total
2011,fi,4,de,Total
2011,fr,7,de,Total
2011,ge,3,de,Total
2011,de,6,de,Total
2011,gr,8,de,Total
2011,hu,3,de,Total
2011,is, ,de,Total
2011,al,5,gb,Total
2011,am,2,gb,Total
2011,at,12,gb,Total
2011,az,4,gb,Total
2011,by,3,gb,Total
2011,be,1,gb,Total
2011,ba,2,gb,Total
2011,bg,2,gb,Total
2011,hr,6,gb,Total
2011,cy,1,gb,Total
2011,dk,10,gb,Total
2011,ee,5,gb,Total
2011,fi,3,gb,Total
2011,fr,7,gb,Total
2011,ge,4,gb,Total
2011,de,5,gb,Total
2011,gr,1,gb,Total
2011,hu,3,gb,Total
2011,is,4,gb,Total
2011,ie,2,gb,Total
2011,il,1,gb,Total
2011,it,6,gb,Total
2011,lv,3,gb,Total
2011,lt, ,gb,Total
2011,al,7,md,Total
2011,am,1,md,Total
2011,at,4,md,Total
2011,az,5,md,Total
2011,by,4,md,Total
2011,be,8,md,Total
2011,ba,8,md,Total
2011,bg,4,md,Total
2011,hr,5,md,Total
2011,cy,12,md,Total
2011,dk,7,md,Total
2011,ee,5,md,Total
2011,fi,7,md,Total
2011,fr,8,md,Total
2011,ge, ,md,Total
2011,al,12,si,Total
2011,am,6,si,Total
2011,at,7,si,Total
2011,az,2,si,Total
2011,by,1,si,Total
2011,be,6,si,Total
2011,ba,2,si,Total
2011,bg,3,si,Total
2011,hr,3,si,Total
